pair_id,id_1,id_2,text_1,text_2,jaccard,class
1902,1547,5630,Лидер французских националистов М.Ле Пен по оплошности сломала крестец.,Марин Ле Пен сломала крестец.,0.548008,0
1903,1452,5545,"В кафе на востоке Москвы взорвался пожарный баллон, есть пострадавшие.",Около «Шоколадницы» на востоке Москвы взорвался газ.,0.490153,0
1904,1551,5631,"На ""Евровидении-2013"" победила ""русалочка"" из Дании Эмили де Форест.",Дания победила на конкурсе «Евровидение-2013».,0.505207,0
1905,1549,5632,Гитара двух покойных битлов продана за 408 тыс. долл.,Гитару The Beatles продали за 408 тысяч долларов.,0.806381,0
1906,1451,5546,В Казани загорелся крупный торговый центр.,Под Казанью загорелся крупный торговый центр.,0.92,0
1908,1550,5633,"В России начало вещание ""Общественное телевидение"".",В России начало вещать Общественное телевидение.,0.9,1
1909,1546,5634,КНДР запустила четвертую ракету за последние два дня.,КНДР запустила четвертую ракету за два дня.,0.94125,1
1910,1548,5635,Верховный суд рассмотрит жалобу на приговор М.Ходорковскому и П.Лебедеву.,Верховный суд повторно рассмотрит жалобу на приговор Ходорковскому.,0.94125,0
1911,1696,5777,В Киргизии демонстранты обесточили крупнейший золотой рудник страны.,Митингующие обесточили крупнейший золотой рудник Киргизии.,0.786947,1
1912,1605,5697,"Полиция Италии арестовала активы металлургов на 8,1 млрд евро.",Италия арестовала металлургические активы на 8 миллиардов евро.,0.830734,0
1913,1565,5636,В США во время учений погибли два сотрудника ФБР.,Два агента ФБР погибли на учениях.,0.693026,1
1914,1566,5637,В Москве прогремел взрыв в жилом 12-этажном доме.,В жилом доме в Москве произошел взрыв газа.,0.716667,0
1917,1485,5547,В Воронежской области избили экозащитников Хопра.,В Воронежской области избиты защищающие Хопер экоактивисты.,0.575109,1
1918,1720,5780,Задержаны подозреваемые в нападении на депутата - защитницу природы.,Задержаны подозреваемые в нападении на подмосковного депутата.,0.757683,-1
1919,1478,5548,"""Союз"" с тремя космонавтами на борту отстыковался от МКС.",«Союз ТМА-07М» с космонавтами отстыковался от МКС.,0.748554,0
1920,1467,5549,Агентство АР уличило власти США в прослушивании телефонов журналистов.,Associated Press обвинило власти США в прослушке телефонов журналистов.,0.659142,1
1921,1477,5550,Экипаж 35-й экспедиции МКС вернулся на Землю.,Экипаж «Союза ТМА-07М» вернулся на Землю.,0.547723,0
1922,1479,5551,"По делу ""Сколково"" допросили замглавы Минэкономразвития.",Замглавы Минэкономразвития допрошен по делу «Сколково».,0.895,1
1923,1710,5782,Счетная палата проверит все негосударственные пенсионные фонды.,Счетная палата начала проверку негосударственных пенсионных фондов.,0.840953,0
1924,1557,5639,"В Москве заработают пешие ""Парконы"".",В Москве появятся пешие «Парконы».,0.8,1
1925,1475,5552,"Антенна ""Прогресса"", запущенного в апреле, не раскрылась из-за клея.",Навигационная антенна «Прогресса» не раскрылась из-за клея.,0.730297,0
1926,1612,5698,Против Витаса возбуждено второе уголовное дело.,Против Витаса возбудили второе уголовное дело.,1.02,1
1927,1617,5698,Следователи намерены возбудить второе уголовное дело против Витаса.,Против Витаса возбудили второе уголовное дело.,0.862057,0
1928,1558,5640,Депо Московского метрополитена впервые перейдет в частные руки.,Частной компании впервые отдадут депо в московском метро.,0.65,1
1929,1714,5783,Суд освободил бизнесмена А.Козлова из-под стражи.,Суд решил освободить бизнесмена Алексея Козлова.,0.748554,0
1931,1556,5641,"Папа Римский признался, что засыпает во время молитв.",Папа Римский рассказал о дремоте во время вечерних молитв.,0.617213,1
1932,1717,5785,В Омске полицейский расстрелял пенсионера из-за места на качелях.,Омский полицейский выстрелил в пенсионера из-за очереди на качели.,0.5,0
1933,1606,5699,Британия подняла в воздух истребители из-за лайнера из Пакистана.,Британские истребители поднялись в воздух из-за пассажирского лайнера.,0.590741,-1
1934,1704,5786,"Под брендом ""Калашников"" объединяют ""Ижмаш"" и ""Ижмех"".",«Ижмаш» бесплатно получил права на бренд «Калашников».,0.64,0
1935,1474,5553,"Пожар обрушил сайт ""Почты России"".",Сайт «Почты России» вышел из строя после пожара.,0.766812,1
1936,1484,5554,"На берегу реки в ""Новой Москве"" обнаружены останки 11 тел.",У реки Пахра в Новой Москве нашли 11 скелетов.,0.581293,0
1937,1709,5787,Евро резко вырос в цене.,Официальный курс евро на выходные вырос на полрубля.,0.542115,0
1938,1707,5788,Россия намерена поставить Сирии более 10 самолетов МиГ-29.,Россия пообещала поставить в Сирию истребители МиГ-29.,0.663504,0
1939,1472,5555,Крупнейшую пирамиду майя в Белизе разрушили ради добычи щебня.,В Белизе строители разрушили пирамиду майя.,0.693026,0
1940,1715,5789,Эмигрировавший экс-ректор РЭШ С.Гуриев сохранил должность профессора.,СМИ рассказали о расходах на ботокс для Саакашвили.,0.0,-1
1941,1722,5790,"""Аэроэкспресс"" уедет из Сочи и Владивостока.",«Аэроэкспресс» пригрозил уйти из Владивостока.,0.55,-1
1942,1466,5556,"""Маленькая революция"" в Лермонтове завершилась делом против экс-мэра.",На бывшего мэра Лермонтова завели дело о воспрепятствовании выборам.,0.376941,0
1943,1469,5556,Бюджетный комитет поддержал законопроект о налоге на дорогие авто.,На бывшего мэра Лермонтова завели дело о воспрепятствовании выборам.,0.0,-1
1944,1563,5642,Начальники иркутской колонии после побега арестантов попали под статью.,На руководство иркутской колонии завели дело за побег заключенных.,0.557143,1
1945,1611,5700,В Москве транспортные полицейские потеряли 200 секретных материалов.,Из отдела транспортной полиции в Москве пропали секретные материалы.,0.714286,0
1946,1625,5701,Беспорядки из Стокгольма перекинулись на другие города Швеции.,Стокгольмские беспорядки перекинулись еще на один город.,0.646313,0
1947,1624,5702,Взрыв возле МВД Дагестана: есть пострадавшие.,У здания МВД Дагестана произошел взрыв.,0.64,0
1948,1621,5703,Россиянин и украинцы освобождены из пиратского плена.,Пираты освободили немецкое судно с пленным россиянином.,0.365148,0
1949,1623,5704,Скончалась одна из пострадавших при теракте в Махачкале.,Скончалась пострадавшая от взрыва в Махачкале.,0.576906,-1
1950,1622,5705,На ВВЦ в Москве автомобиль сбил семью велосипедистов.,На ВВЦ задавили семью велосипедистов.,0.632785,0
1951,1630,5706,Во Франции изъята рекордная партия поддельных таблеток из Китая.,Во Франции изъяли рекордную партию поддельного аспирина.,0.786947,-1
1952,1632,5707,В Пермском крае самосвал въехал в жилой дом.,«КамАЗ» снес стену жилого дома в Пермском крае.,0.617213,0
1953,1562,5643,Вертолет главы Минобороны Армении обстреляли на границе с Азербайджаном.,Вертолет министра обороны Армении обстреляли на границе.,0.632644,0
1954,1628,5708,"Скончался астраханец, впавший в кому после удара курсанта МВД.",Скончался впавший в кому после удара курсанта МВД мужчина.,0.871429,0
1955,1631,5709,Рубин выступит в Лиге Европы.,"«Спартак», «Кубань» и «Рубин» пробились в Лигу Европы.",0.653197,0
1958,1644,5712,С территории Ливана по Израилю выпущена ракета.,Ливан нанес ракетный удар по Израилю.,0.54,1
1959,1559,5644,Турецкая авиакомпания отправила туристов не на тот континент.,Авиакомпания отправила пассажиров в Азию вместо Африки.,0.529465,0
1960,1638,5713,Тетя Анджелины Джоли скончалась от рака груди.,Тетя Анджелины Джоли умерла от рака груди.,0.941667,1
1961,1643,5714,В Техасе мужчина открыл беспорядочную стрельбу: двое погибших.,В Техасе мужчина открыл стрельбу из машины.,0.676123,0
1962,1564,5645,Прогульщики устроили взрыв в дагестанской гимназии.,В Дагестане двое прогульщиков устроили взрыв в школе.,0.547723,0
1963,1705,5792,Завещание Газпрома: Освоение Штокмана оставят будущим поколениям.,В «Газпроме» предложили оставить Штокман следующим поколениям.,0.648074,1
1964,1713,5793,"На ""Почту России"" завели 13 дел за завалы корреспонденции.",Прокуратура завела 13 дел на «Почту России».,0.802377,0
1965,1473,5557,Жара в Москве: побит температурный рекорд 1996г.,Московская жара побила рекорд.,0.612372,0
1966,1641,5716,Убийство солдата в Лондоне: задержан девятый подозреваемый.,В Лондоне провели девятое задержание в связи с убийством военного.,0.578123,1
1967,1561,5648,"В Махачкале произошел двойной теракт, есть погибшие.",В Махачкале совершен двойной теракт.,0.632785,0
1968,1642,5717,Против активиста ФАР возбуждено дело за наезд на инспектора ГИБДД.,На активиста ФАР Коровина завели дело за наезд на гаишника.,0.571429,0
1969,1464,5558,Командир сирийских мятежников съел сердце убитого врага.,Командир сирийских повстанцев съел сердце и печень врага.,0.778571,0
1970,1637,5718,Российские Войска космической обороны были подняты по тревоге.,Российские войска подняли по тревоге для отражения космического нападения.,0.714286,0
1974,1713,5795,"На ""Почту России"" завели 13 дел за завалы корреспонденции.",Заместителя мэра Каспийска задержали по делу об убийстве следователя.,0.142857,-1
1975,1711,5796,Суд продлил срок задержания активиста ФАР В.Коровина.,Задержание активиста ФАР Коровина продлили на 72 часа.,0.857143,0
1976,1483,5561,В Москве задержали американского дипломата за попытку вербовки.,Макфола срочно вызвали в российский МИД.,0.0,-1
1977,1716,5797,Курильщиков пока не будут штрафовать за нарушение антитабачного закона.,Лимонова освободили после задержания на Триумфальной.,0.0,-1
1980,1636,5719,"""ВКонтакте"" не дает выпускникам списать ответы ЕГЭ.",«ВКонтакте» заблокировала сообщества с ответами на ЕГЭ.,0.584237,0
1981,1646,5720,"В Петербурге ""черные риэлторы"" из МВД похитили человека.",Пятеро петербургских полицейских оказались «черными риелторами».,0.166667,-1
1982,1555,5651,У Стаса Намина заберут Зеленый театр.,У Стаса Намина отберут Зеленый театр.,0.82,1
1983,1560,5652,На строительном рынке в Москве произошел пожар.,Площадь пожара на строительном рынке в Москве выросла вдвое.,0.748554,-1
1984,1567,5652,"Пожар на строительном рынке ""Мельница"" в Москве.",Площадь пожара на строительном рынке в Москве выросла вдвое.,0.748554,-1
1985,1480,5563,Автобус с российскими туристами разбился в Турции по дороге из аэропорта.,Российские туристы попали в ДТП в Турции.,0.523996,0
1986,1560,5653,На строительном рынке в Москве произошел пожар.,Масштабный пожар на строительном рынке в Москве потушили.,0.748554,-1
1987,1567,5653,"Пожар на строительном рынке ""Мельница"" в Москве.",Масштабный пожар на строительном рынке в Москве потушили.,0.748554,-1
1988,1471,5564,"На Ставрополье задержаны участники фотосессии, оскорбившей ветеранов.",В Ставрополе задержали участников скандальной фотосессии 9 мая.,0.561103,0
1989,1634,5721,Камеры в Москве начали штрафовать за пересечение стоп-линии.,В Москве камеры начали следить за пересечением стоп-линий.,0.773333,0
1990,1487,5565,"Защищать Эрмитаж от посягательств Москвы готовы фанаты ""Зенита"".",Фанаты «Зенита» вступились за Эрмитаж.,0.585845,0
1991,1489,5565,"Фанаты ""Зенита"" вступились за импрессионистов.",Фанаты «Зенита» вступились за Эрмитаж.,0.75,-1
1992,1575,5654,Умер клавишник группы Doors Рэй Манзарек.,Умер клавишник The Doors Рэй Манзарек.,0.939149,1
1993,1578,5655,Мощный торнадо разрушил пригороды Оклахомы.,Торнадо обрушился на пригород Оклахома-Сити.,0.543537,0
1994,1640,5722,"За отказ пройти медосвидетельствование Витаса лишили прав на 1,5 года.",Суд лишил Витаса прав.,0.516667,0
1995,1468,5566,"""Зарубежнефть"" потеснит Газпром и ""Роснефть"" на шельфе РФ.",У «Газпрома» и «Роснефти» появился конкурент за российский шельф.,0.533333,0
1997,1635,5724,Власти Москвы вернут мемориальную доску на дом Л.Брежнева.,На доме Брежнева в Москве восстановят мемориальную доску.,0.802377,1
1998,1482,5567,"Задержанный в Москве американский шпион скрывался, изменяя внешность.",Опубликовано видео задержания американского шпиона в Москве.,0.550349,-1
1999,1463,5568,МИД объявил задержанного американского шпиона персоной нон грата.,МИД объявил персоной нон грата задержанного за шпионаж американца.,0.8225,1
2001,1470,5569,Подозреваемого в убийстве семьи сотрудника ФСКН арестовали на 2 месяца.,Подозреваемый в убийстве семьи сотрудника ФСКН признал вину.,0.617213,-1
2002,1488,5569,Подозреваемый в убийстве семьи наркополицейского курсант арестован.,Подозреваемый в убийстве семьи сотрудника ФСКН признал вину.,0.5,-1
2004,1465,5570,Российский МИД вызывает посла США после задержания агента ЦРУ.,Госдеп США отказался комментировать задержание агента ЦРУ в Москве.,0.541071,-1
2006,1500,5572,"СМИ: Новым куратором ""Сколково"" станет А.Фурсенко.",«Известия» назвали Фурсенко новым куратором «Сколково».,0.7,0
2007,1498,5573,Роскосмос тактично умолчал о потере спутника ГРУ.,СМИ узнали о потере спутника ГРУ из-за отказа разгонного блока.,0.490153,-1
2008,1499,5574,Совет юстиции Бразилии легализовал однополые браки.,Совет юстиции Бразилии разрешил однополые браки.,0.85,1
2009,1506,5575,На Арбате бездомный бросил гранату в витрину магазина.,Бомж бросил гранату в витрину магазина на Арбате.,0.85,1
2010,1633,8945,Выборы в Иране: с чем столкнется новый президент.,Выборы президента Ирана оспорили досрочно.,0.632785,-1
2011,1554,8924,"""Сколково"" требует взыскать с И.Пономарева 9 млн рублей.",Технологии ручного озеленения.,0.0,-1
2012,1486,8905,Положительные эмоции плохо сказываются на фигуре.,К Владимиру Путину пойдут за новыми отставками.,0.0,-1
2013,1356,8874,На границе России и Финляндии образовалась очередь из 300 автомобилей.,Российская реклама не вышла ростом.,0.0,-1
2015,1652,8947,Ездить по России в двухэтажных вагонах можно будет дешевле.,"""Итера"" растворилась в ""Роснефти"".",0.070711,-1
2016,1366,8871,На границе России и Финляндии готовятся к массовому возврату туристов.,"Идут, шагают по Москве.",0.0,-1
2017,1364,8872,"Суд над художником, утроившим акцию в центре Петербурга, отложили.",К туроператорам поспешили на выручку.,0.0,-1
2018,1366,8875,На границе России и Финляндии готовятся к массовому возврату туристов.,Пары вступают в игры.,0.0,-1
2019,1495,8909,На фондовом рынке акции готовы к подъему.,В обороне не стало главного по сервису.,0.0,-1
2020,1674,11886,В РЭШ опровергли отставку ректора Сергея Гуриева.,Сергей Гуриев уходит с поста главы РЭШ.,0.466667,-1
2021,1384,8877,"Суд по делу о крушении ""Булгарии"" приостановлен до 27 мая.",Мэр-коммунист попал под статью.,0.0,-1
2022,1677,8950,У жены мэра Калининграда нашли незадекларированную виллу в Каннах.,У супруги мэра Калининграда нашлась вилла в Канне.,0.70208,0
2023,1681,8950,"Супруга мэра Калининграда ""забыла"" о своей вилле в Каннах.",У супруги мэра Калининграда нашлась вилла в Канне.,0.786947,1
2024,1596,8937,Британцы считали А.Гитлера полезным из-за его ошибок.,Индустрия так и не проснулась.,0.0,-1
2025,1515,8914,Российские налоговики добрались до космонавтов на МКС.,Россия приоткрыла Арктику.,0.0,-1
2026,1525,8916,"Данис Зарипов подписал контракт с ""Металлургом"".",Данис Зарипов ушел к другу.,0.491935,-1
2027,1524,12035,"Расходы Казани на празднование дня Победы составили 1,3 млн рублей.","Метр, выйди из тени - Как граждан стимулируют страховать дома и квартиры.",0.0,-1
2028,1604,8939,"В ""Сколково"" устранили финансовые нарушения на 3,8 млрд рублей.",Владимир Бурматов привлекает Генпрокуратуру к проверке вуза.,0.0,-1
2029,1613,12035,Подземные толчки привели к трещинам на домах в Москве и Самаре.,"Метр, выйди из тени - Как граждан стимулируют страховать дома и квартиры.",0.157684,-1
2030,1685,9380,Фондовые торги в РФ завершились нейтрально после выхода данных по США.,"Огонь погас, победа осталась.",0.0,-1
2031,1707,8958,Россия намерена поставить Сирии более 10 самолетов МиГ-29.,На чем ездят российские чиновники и депутаты.,0.0,-1
2032,1721,8961,Олег Тиньков возвращается на рынок пива.,Олег Тиньков вернулся за пивом.,0.816165,-1
2033,1443,8901,Следствие по делу об убийстве Е.Щербня возобновлено.,В деле о гибели журналиста появился заказчик.,0.2,-1
2034,1552,8922,"Депутаты придумали ""более понятный"" потолок для ""золотых парашютов"".","""Золотые парашюты"" достигли потолка.",0.612372,0
2035,1446,8903,Минфин: Закон о налоге на недвижимость физических лиц готов.,Лекарство от убытков.,0.0,-1
2036,8323,5590,15 мая откроется Каннский кинофестиваль.,Открылся 66-й Каннский кинофестиваль.,0.67082,-1
2037,8308,5473,Сборная РФ по хоккею обыграла немцев в чемпионате мира.,Швейцария обыграла Чехию на чемпионате мира по хоккею.,0.617213,-1
2038,8310,5474,Швейцарские хоккеисты обыграли сборную Канады в матче ЧМ.,Шведские хоккеисты обыграли белорусов на ЧМ.,0.562028,-1
2039,8326,5601,"Сэр Алекс Фергюсон проведет последний матч во главе ""МЮ"" 19 мая.",Слухи о Депардье в роли Ахмата Кадырова опровергли.,0.0,-1
2041,8332,5672,Аграрные вузы объединят для более эффективной работы.,Немецкая компания объявила о приеме на работу сотен аутистов.,0.189022,-1
2042,8309,5487,Дата похорон Бориса Березовского остается невыясненной.,Зять назвал место и время похорон Березовского.,0.5,-1
2043,8311,5500,ЦСКА вышел в финал Кубка России.,«Анжи» вышел в финал Кубка России.,0.82,-1
2044,8313,5534,Через полгода в России появятся новые права.,Права на мопеды появятся через полгода.,0.67082,-1
2045,8341,5680,Каштаны в Киеве зацвели не тем цветом.,ВТБ избавится от акций Росбанка.,0.0,-1
2046,1668,5751,Во Франции зарегистрирован первый гей-брак.,За нападение на солдата в Париже задержали радикального исламиста.,0.0,-1
2047,8349,5755,"Мария Шарапова: Я зарядилась на ""Ролан Гаррос"".",Мария Кириленко победила на старте «Ролан Гаррос».,0.55,-1
2048,8328,5617,К 2015 году во всех российских вузах работы станут проверять на плагиат.,Микки Рурк вернется в третьих «Неудержимых».,0.0,-1
2049,8315,5565,Чиновники и депутаты должны избавиться от зарубежных счетов к сентябрю.,Фанаты «Зенита» вступились за Эрмитаж.,0.0,-1
2050,8352,5775,"Российские теннисисты одержади первые победы на ""Ролан Гарросе"".",Российский теннисист снялся с «Ролан Гаррос».,0.675524,-1
2051,8343,5693,Во всех московских школах прозвенит последний звонок.,Руководство «Объединенной зерновой компании» заподозрили в хищении 70 миллионов.,0.025981,-1
2052,8331,5656,Самый титулованный российский велогонщик объявил о завершении карьеры.,Самый титулованный российский велогонщик ушел из спорта.,0.617213,0
2053,8319,5580,Мавзолей Ленина открылся после ремонта.,Мавзолей Ленина открыли после ремонта.,0.911111,1
2054,8356,5790,Летний фестиваль фейерверков открывается в Москве.,«Аэроэкспресс» пригрозил уйти из Владивостока.,0.0,-1
2055,8322,5586,Россия может поделиться с США своими ледоколами.,СМИ сообщили о подготовке нападения «Хизбаллы» на Израиль.,0.03,-1
2056,8321,5589,"""РГ"" представляет видеоэкскурсию по новому комплексу Александринского театра.",Открылась новая сцена Александринского театра.,0.574705,-1
2057,8337,8931,Владимир Спиваков: Не быть равнодушным - это путь к счастью.,Росбанк пошел на коммерческий откуп.,0.0,-1
2058,8333,8932,Дело об убийстве Анны Политковской вернулось в суд.,Убийство Анны Политковской распределили по ролям.,0.602495,-1
2059,8307,8878,Шествие оппозиции в Москве стало одним из самых немноголюдных.,Кумир на все случаи жизни.,0.0,-1
2060,8334,8933,Экс-премьер-министру Грузии Вано Мерабишвили грозит 12 лет тюрьмы.,Бывший премьер Грузии стал узником действующего.,0.158771,0
2061,8324,8915,"Аркадий Дворкович: На ""Почте России"" усилят меры пожарной безопасности.","""Почту России"" разгружают в пожарном порядке.",0.490153,-1
2062,8312,8899,КДК оштрафовал спартаковца Эйдена Макгиди и Валерия Газзаева.,Валерий Газзаев и Эйден Макгиди завершили сезон.,0.509201,-1
2063,8340,8935,Сергей Приходько назначен вице-премьером.,Сергей Приходько вызван к аппарату.,0.55,-1
2064,8327,8918,"""Яндекс"" представил новую платформу ""Острова"".","""Яндекс"" переходит на ""Острова"".",0.516398,0
2065,8350,8954,Владимир Фортов избран президентом РАН.,Фортов Владимир Евгеньевич.,0.568038,-1
2066,8351,8955,"В Театре им. Комиссаржевской поставили пьесу Лесажа ""Тюркаре"".",Блеск на широкую ногу.,0.0,-1
2067,8315,8906,Чиновники и депутаты должны избавиться от зарубежных счетов к сентябрю.,В России обнаружены высокие налоги.,0.0,-1
2068,8354,8957,Россия заняла 32-е место в рейтинге счастливых стран.,За что брать?,0.0,-1
2069,8355,8962,35-й ММКФ объявил программу этого года.,"""Адель"" и другие.",0.0,-1
2070,8329,8929,Эксперты: К осени у рубля есть шанс сохранить стабильность.,Долг на продажу.,0.0,-1
2071,5649,8923,Президент «Ростелекома» отказался от «золотого парашюта».,"Как в России выплачивали ""золотые парашюты"".",0.514296,-1
2072,5646,8925,Северная Корея запустила шестую ракету за три дня.,Северная Корея попала ракетой в море.,0.523996,-1
2073,5647,8926,Налетчик на банк в Израиле застрелился.,Борцы вернулись к классике.,0.0,-1
2074,5715,8943,Швейцария разрешила Банку Москвы потребовать деньги Бородина.,Андрею Бородину открыли утекающий счет.,0.103531,-1
2075,5725,8944,Бывших итальянских министров привлекли к суду за сделки с мафией.,"""Коммерсантъ FM"" перешел на прием.",0.0,-1
2076,5430,8873,В КНДР американца приговорили к 15 годам.,Сергей Полонский оставил бизнес на Potok.,0.0,-1
2077,5562,8907,Искусственные вулканы помогли разобраться с высотой извержений.,"Не все то золото, что в кредит.",0.0,-1
2078,5657,8928,К поискам сбежавших заключенных подключились казаки на квадроциклах.,"Не в рядах, а только рядом.",0.0,-1
2079,5663,8928,Для создания новых роботов ученые изучили тоннели в муравейниках.,"Не в рядах, а только рядом.",0.0,-1
2080,5733,12101,В Москве поймали серийных похитителей банкоматов.,"""В Казахстане таких проблем нет, а вот в России…""",0.0,-1
2081,5739,11914,На Евгению Васильеву завели новое дело.,Евгения Васильева оставлена в положении без выходов - Суд продлил ей домашний арест и отклонил все ходатайства защиты.,0.213016,-1
2082,5561,12060,Макфола срочно вызвали в российский МИД.,«Вопрос: где наши деньги?» - Владимир Путин выступил на Петербургском международном экономическом форуме.,0.0,-1
2083,5576,8910,Главный продавец российской нефти впервые рассказал о своей прибыли.,Gunvor сливает нефть.,0.218218,-1
2085,5757,8950,Мэр Калининграда рассказал о вилле своей жены.,У супруги мэра Калининграда нашлась вилла в Канне.,0.591667,-1
2086,5744,8951,В Тунисе напавших на американское посольство приговорили к условным срокам.,Ассенизатор и Людогусь.,0.0,-1
2088,5492,8897,В Горно-Алтайске умер вызвавший Жириновского на дуэль шаман.,А к осени-то успеют?,0.0,-1
2089,5500,8898,«Анжи» вышел в финал Кубка России.,"ЦСКА вновь поджидает ""Зенит"".",0.0,-1
2090,5584,11963,Сбербанк третий раз с начала года снизил ставки по вкладам.,"Сияние чистого бизнеса - ""Review Петербургский экономический форум"".",0.0,-1
2091,5593,8912,Полиция задержала подозреваемого в стрельбе в Новом Орлеане.,Задержание с выплатой по кредиту.,0.109994,-1
2092,5607,8913,Российский суд по интеллектуальным правам заработает в июле.,При дедушке такого точно не было.,0.0,-1
2093,5759,12034,Янукович объявил о вступлении Украины в ТС на правах наблюдателя.,"Выйти из танцполья - На Каннском кинофестивале показали фильм Кена Лоуча, посвященный одному из лидеров ирландской Компартии.",0.0,-1
2094,5681,8936,Минобороны потребовало с ЦСКА 300 миллионов рублей.,Минобороны окружило ЦСКА.,0.518545,-1
2095,5605,8916,В Пенсильвании олень прокатился на автобусе.,Данис Зарипов ушел к другу.,0.0,-1
2097,5791,8960,Гаагский трибунал оправдал начальника тайной полиции Милошевича.,Гаагский трибунал оправдал тайную полицию.,0.862057,-1
2098,5781,8961,Тиньков вернется в пивной бизнес.,Олег Тиньков вернулся за пивом.,0.525,-1
2099,5620,12090,Уровень шума в Верховной Раде вдвое превысил норму.,"""Наличность трудно считать, а еще труднее контролировать"" - Как менялось отношение граждан и банков к наличным.",0.0,-1
2100,5539,8902,Болельщики ЦСКА призвали к бойкоту финала Кубка России в Грозном.,Дэвид Кэмерон сыграл на выезде.,0.0,-1
2101,1828,8369,Грудное вскармливание полезно для мозга ребенка.,"""РГ"" выясняет, в каких условиях лучше всего жить сиротам.",0.0,-1
2102,1829,8370,Прокуратура расследует массовую гибель рыбы в Петербурге.,"В финале Кубка Стэнли сыграют ""Чикаго"" и ""Бостон"".",0.0,-1
2103,1754,8363,"Глава СКР обещал обойтись ""без крови"" в деле ""Оборонсервиса"".",Тяжелобольные выпускники сдают ЕГЭ на дому.,0.0,-1
2104,1928,8382,Общительный Брэд Питт задержал открытие Московского кинофестиваля.,Гостем Московского международного кинофестиваля станет Брэд Питт.,0.585714,-1
2105,1932,8384,Русские Севастополя обиделись на «семитский одуванчик» С.Собянина.,К 2015 году на севере столицы откроется 9 новых станций метро.,0.0,-1
2106,2002,8397,Совфед ужесточил наказание за пропаганду гомосексуализма.,Ученые привили крысам неприязнь к алкоголю.,0.0,-1
2107,1852,8376,Ирина Прохорова не будет участвовать в выборах мэра Москвы.,Сборная России по волейболу во втором туре Мировой лиги сыграет с Сербией.,0.0,-1
2108,1947,8386,"Социологи выяснили, почему россияне не хотят выбраться из бедности.","Социологи РАН выяснили, почему многие россияне становятся бедными.",0.587975,-1
2109,1726,5798,Суд обязал Google выдавать ФБР данные пользователей.,Суд обязал Google делиться с ФБР данными пользователей.,0.85,1
2110,1725,5799,Мэр Махачкалы задержан во время спецоперации ФСБ.,Задержан мэр Махачкалы.,0.730677,0
2111,1724,5800,Лучшего мэра России заподозрили в организации убийства.,Мэра Махачкалы заподозрили в организации убийства.,0.730297,0
2112,1727,5801,Убийство солдата в Лондоне: обвинен второй подозреваемый.,Второму подозреваемому в убийстве британского солдата предъявили обвинение.,0.675077,0
2114,1731,5803,Россия заблокировала декларацию ООН по Сирии.,Россия заблокировала декларацию Совбеза ООН по сирийскому Кусейру.,0.70993,1
2115,1732,5804,На Тайване и Филиппинах произошло мощное землетрясение.,На Тайване произошло сильное землетрясение.,0.743493,0
2116,1729,5805,В Турции закончились массовые беспорядки.,Массовые беспорядки в Турции прекратились.,0.775,1
2117,1734,5806,В Нижнем Новгороде похитили сотрудника ГИБДД.,В Нижнем Новгороде избили и похитили автоинспектора.,0.62,0
2118,1730,5807,"Верхняя палата парламента Египта признана ""неконституционной"".",Верхнюю палату египетского парламента признали неконституционной.,0.893333,1
2119,1733,5808,В Подмосковье во время авиашоу упал спортивный самолет.,При крушении спортивного самолета в Подмосковье погиб пилот.,0.516667,0
2120,1728,5809,"В Киргизии задержан ""народный губернатор"".",Спецслужбы Киргизии задержали «народного» губернатора.,0.916788,0
2121,1796,5879,"На юго-западе Москвы взорвалась ""Волга"".",На юго-западе Москвы взорвался автомобиль.,0.775,0
2122,1808,5880,Похитителю женщин из Огайо предъявят обвинения по 329 пунктам.,В обвинительное заключение похитителя из Огайо вошло 329 пунктов.,0.504762,1
2123,1968,6052,Журналисты не нашли Эдварда Сноудена на борту самолета в Гавану.,Самолет Сноудена вылетел из Москвы в Гавану.,0.540899,-1
2124,1803,5881,Патриарх Кирилл призвал монахов не пользоваться Интернетом.,Патриарх Кирилл призвал монахов отказаться от интернета.,0.85,1
2125,1804,5882,ОТР сняло с эфира программу после шутки про развод В.Путина.,Общественное телевидение сняло программу с шуткой про развод Путина.,0.728571,1
2126,1804,5883,ОТР сняло с эфира программу после шутки про развод В.Путина.,Гендиректор ОТР объяснил снятие программы с шуткой про Путина.,0.6,-1
