id,text,agency,author,url,date
4321,В интернете нашли два миллиона сторонников Саакашвили.,Лента.ру,,http://lenta.ru/news/2013/01/22/support/,2013-01-22
4322,Шакира родила Пике сына.,Лента.ру,,http://lenta.ru/news/2013/01/23/milan/,2013-01-23
4323,Сотрудник Минобороны умер после допроса по делу «Оборонсервиса».,Лента.ру,,http://lenta.ru/news/2013/01/23/oboron/,2013-01-23
4324,Власти Петербурга пообещали сохранить 31-ю больницу.,Лента.ру,,http://lenta.ru/news/2013/01/23/hospital/,2013-01-23
4325,Мосгорсуд подтвердил приговор Максиму Лузянину по «болотному делу».,Лента.ру,,http://lenta.ru/news/2013/01/23/luzyanin/,2013-01-23
4326,Прокурор потребовал 10 лет для владельца «Хромой лошади».,Лента.ру,,http://lenta.ru/news/2013/01/23/horse/,2013-01-23
4327,СК опроверг связь умершего топ-менеджера с делом «Оборонсервиса».,Лента.ру,,http://lenta.ru/news/2013/01/23/markin/,2013-01-23
4328,Генпрокуратура попросила лишить неприкосновенности двух депутатов Госдумы.,Лента.ру,,http://lenta.ru/news/2013/01/23/deputees/,2013-01-23
4329,Норвежское посольство объявило конкурс на лучший крик.,Лента.ру,,http://lenta.ru/news/2013/01/23/scream/,2013-01-23
4330,В Псковской области уволили чиновницу по делу Димы Яковлева.,Лента.ру,,http://lenta.ru/news/2013/01/23/yakovlev/,2013-01-23
4331,Житель Ставрополья поджег сотрудников Водоканала.,Лента.ру,,http://lenta.ru/news/2013/01/23/kanal/,2013-01-23
4332,Уточнен срок выхода дополнения к Dragon's Dogma на Западе.,Лента.ру,,http://lenta.ru/news/2013/01/23/dogma/,2013-01-23
4333,В Петербурге потребовали найти виновных в срыве юбилейного салюта.,Лента.ру,,http://lenta.ru/news/2013/01/23/salut/,2013-01-23
4334,Четырех глав столичных ОВД уволили за плохую работу.,Лента.ру,,http://lenta.ru/news/2013/01/23/four/,2013-01-23
4335,Россия предъявила Казахстану ультиматум на 500 миллионов долларов.,Лента.ру,,http://lenta.ru/news/2013/01/24/note/,2013-01-24
4336,КНДР объявила о намерении провести новые ядерные испытания.,Лента.ру,,http://lenta.ru/news/2013/01/24/nuclear/,2013-01-24
4337,«Аргументы недели» подали в суд на «Российскую газету».,Лента.ру,,http://lenta.ru/news/2013/01/24/publishers/,2013-01-24
4338,Адвокат Адагамова узнал из СМИ о начале расследования в Норвегии.,Лента.ру,,http://lenta.ru/news/2013/01/24/adagamov/,2013-01-24
4339,Двое жителей Бурятии линчевали педофила.,Лента.ру,,http://lenta.ru/news/2013/01/24/kabansk/,2013-01-24
4341,С южноафриканской фермы сбежали 15 тысяч крокодилов.,Лента.ру,,http://lenta.ru/news/2013/01/24/crocodiles/,2013-01-24
4342,В Михайловский театр пришли с обыском.,Лента.ру,,http://lenta.ru/news/2013/01/24/teatr/,2013-01-24
4344,Михайловский театр обыскали по делу о 10-миллиардном мошенничестве.,Лента.ру,,http://lenta.ru/news/2013/01/24/jfc/,2013-01-24
4345,Возбуждено дело о подкупе свидетеля убийства Буданова.,Лента.ру,,http://lenta.ru/news/2013/01/24/budanov/,2013-01-24
4347,Владимира Сорокина номинировали на международного «Букера».,Лента.ру,,http://lenta.ru/news/2013/01/24/sorokin/,2013-01-24
4348,Сотрудники музея «Кижи» выступили против назначения нового директора.,Лента.ру,,http://lenta.ru/news/2013/01/24/kizhi1/,2013-01-24
4349,Волосожар и Траньков выиграли ЧЕ по фигурному катанию.,Лента.ру,,http://lenta.ru/news/2013/01/25/skating/,2013-01-25
4350,"Хакерам из Anonymous вынесли приговор за атаки на Visa, Mastercard и PayPal.",Лента.ру,,http://lenta.ru/news/2013/01/25/anonymous/,2013-01-25
4351,Французский суд обязал Twitter раскрывать данные антисемитов.,Лента.ру,,http://lenta.ru/news/2013/01/25/tweets/,2013-01-25
4352,Пассажирский самолет в аэропорту Казани задел хвостом курсовой маяк.,Лента.ру,,http://lenta.ru/news/2013/01/25/plane/,2013-01-25
4353,Москвичам разрешат бронировать место на кладбище по интернету.,Лента.ру,,http://lenta.ru/news/2013/01/25/cemetery/,2013-01-25
4354,В квартиру к украинке ворвались налетчики-геймеры.,Лента.ру,,http://lenta.ru/news/2013/01/25/gamers/,2013-01-25
4355,В Ракетных войсках украли 90 миллионов рублей.,Лента.ру,,http://lenta.ru/news/2013/01/25/rvsn/,2013-01-25
4356,Курс доллара упал ниже 30 рублей впервые за восемь месяцев.,Лента.ру,,http://lenta.ru/news/2013/01/25/dollar/,2013-01-25
4357,У здания Госдумы задержали противников закона о гей-пропаганде.,Лента.ру,,http://lenta.ru/news/2013/01/25/gd/,2013-01-25
4358,Пожар в «Москва-Сити» потушен.,Лента.ру,,http://lenta.ru/news/2013/01/25/fireoff/,2013-01-25
4359,Греческая полиция штурмом взяла метро в Афинах.,Лента.ру,,http://lenta.ru/news/2013/01/25/underground/,2013-01-25
4360,Госдума приняла антитабачный законопроект во втором чтении.,Лента.ру,,http://lenta.ru/news/2013/01/25/tobacco/,2013-01-25
4361,В египетский Суэц ввели войска.,Лента.ру,,http://lenta.ru/news/2013/01/26/troops/,2013-01-26
4362,Умер ветеран правозащитного движения Валерий Абрамкин.,Лента.ру,,http://lenta.ru/news/2013/01/26/abramkin/,2013-01-26
4363,В Египте вынесен смертный приговор за погром на стадионе.,Лента.ру,,http://lenta.ru/news/2013/01/26/egypt/,2013-01-26
4364,Египетская армия блокировала Порт-Саид.,Лента.ру,,http://lenta.ru/news/2013/01/26/portsaid/,2013-01-26
4365,На сходке криминальных авторитетов в Подмосковье задержаны 23 человека.,Лента.ру,,http://lenta.ru/news/2013/01/26/shodka/,2013-01-26
4366,В пожаре на юго-западе Москвы погибли 9 человек.,Лента.ру,,http://lenta.ru/news/2013/01/26/fire/,2013-01-26
4367,Первая батарея Patriot заступила на боевое дежурство в Турции.,Лента.ру,,http://lenta.ru/news/2013/01/26/patriot/,2013-01-26
4368,От жителей Крымска потребовали вернуть часть материальной помощи.,Лента.ру,,http://lenta.ru/news/2013/01/27/requital/,2013-01-27
4369,Из главного здания МГУ эвакуированы около 300 человек.,Лента.ру,,http://lenta.ru/news/2013/01/27/evac/,2013-01-27
4370,Правительство выступило против отмены муниципального фильтра для парламентских партий.,Лента.ру,,http://lenta.ru/news/2013/01/27/filter/,2013-01-27
4371,При пожаре в бразильском ночном клубе погибли 90 человек.,Лента.ру,,http://lenta.ru/news/2013/01/27/fire/,2013-01-27
4372,Гильдия продюсеров США назвала «Операцию „Арго“» фильмом года.,Лента.ру,,http://lenta.ru/news/2013/01/27/argo/,2013-01-27
4373,Премьер-министр Эфиопии возглавил Африканский союз.,Лента.ру,,http://lenta.ru/news/2013/01/27/desalegn/,2013-01-27
4374,Французские и малийские войска вошли в Тимбукту.,Лента.ру,,http://lenta.ru/news/2013/01/28/timbuktu/,2013-01-28
4375,Единорос набрал 90 процентов голосов на выборах мэра Кемерово.,Лента.ру,,http://lenta.ru/news/2013/01/28/kemerovo/,2013-01-28
4376,В Бразилии объявили трехдневный траур по жертвам пожара в клубе.,Лента.ру,,http://lenta.ru/news/2013/01/28/mourning/,2013-01-28
4377,В Японском море найдены тела шести погибших моряков с «Шанса-101».,Лента.ру,,http://lenta.ru/news/2013/01/28/dead/,2013-01-28
4378,По факту строительства дороги к даче зятя Сердюкова возбудили дело.,Лента.ру,,http://lenta.ru/news/2013/01/28/serdyukov/,2013-01-28
4379,Минобрнауки предложило увеличить выплаты усыновителям инвалидов.,Лента.ру,,http://lenta.ru/news/2013/01/28/pay/,2013-01-28
4380,В Киргизии увеличили срок заключения за кражу невест.,Лента.ру,,http://lenta.ru/news/2013/01/28/kyrgyz/,2013-01-28
4381,Художник Максим Кантор пожаловался на выселение из мастерской.,Лента.ру,,http://lenta.ru/news/2013/01/28/kantor/,2013-01-28
4382,У пункта полиции в Петербурге произошел взрыв.,Лента.ру,,http://lenta.ru/news/2013/01/28/blast/,2013-01-28
4383,В Турции оползень накрыл футбольный стадион.,Лента.ру,,http://lenta.ru/news/2013/01/28/landslide/,2013-01-28
4384,С 2015 года паспорта заменят пластиковыми картами.,Лента.ру,,http://lenta.ru/news/2013/01/28/passport/,2013-01-28
4385,Королева Нидерландов отречется от престола.,Лента.ру,,http://lenta.ru/news/2013/01/28/queen/,2013-01-28
4386,Королева Нидерландов назвала дату передачи престола.,Лента.ру,,http://lenta.ru/news/2013/01/28/abdicate/,2013-01-28
4387,По факту дебоша в самолете Москва-Хургада завели дело.,Лента.ру,,http://lenta.ru/news/2013/01/29/hurgada/,2013-01-29
4388,Российские машиностроители отказались от помощи государства.,Лента.ру,,http://lenta.ru/news/2013/01/29/agrotech/,2013-01-29
4389,В авиакатастрофе под Алма-Атой погибли 20 человек.,Лента.ру,,http://lenta.ru/news/2013/01/29/plane2/,2013-01-29
4390,В Греции умер последний «черный полковник».,Лента.ру,,http://lenta.ru/news/2013/01/29/blackcolonel/,2013-01-29
4391,Бразильская группа покаялась за пожар в клубе.,Лента.ру,,http://lenta.ru/news/2013/01/29/regret/,2013-01-29
4392,В Петербурге возбудили дело об избиении организатора спектакля «Лолита».,Лента.ру,,http://lenta.ru/news/2013/01/29/lolita/,2013-01-29
4393,Повстанцы нашли в Алеппо место массовой казни.,Лента.ру,,http://lenta.ru/news/2013/01/29/massacre/,2013-01-29
4394,Подмосковье потратит 100 миллиардов рублей на строительство дорог.,Лента.ру,,http://lenta.ru/news/2013/01/29/roads/,2013-01-29
4395,На борту разбившегося под Алма-Атой самолета не было россиян.,Лента.ру,,http://lenta.ru/news/2013/01/29/plane3/,2013-01-29
4396,Названа основная версия крушения самолета под Алма-Атой.,Лента.ру,,http://lenta.ru/news/2013/01/29/plane4/,2013-01-29
4397,Американские деловые агентства заподозрили в связях с трейдерами.,Лента.ру,,http://lenta.ru/news/2013/01/29/traders/,2013-01-29
4398,Мэр Венеции опроверг разрыв отношений с Санкт-Петербургом.,Лента.ру,,http://lenta.ru/news/2013/01/29/venice1/,2013-01-29
4399,Сенат утвердил Джона Керри на посту госсекретаря США.,Лента.ру,,http://lenta.ru/news/2013/01/30/kerry/,2013-01-30
4400,В казне Зимбабве осталось 217 долларов.,Лента.ру,,http://lenta.ru/news/2013/01/30/left/,2013-01-30
4401,СК попросил лишить неприкосновенности депутата-единороса.,Лента.ру,,http://lenta.ru/news/2013/01/30/bulavinov/,2013-01-30
4402,Россия и Казахстан договорились о создании единой ПВО.,Лента.ру,,http://lenta.ru/news/2013/01/30/pvo/,2013-01-30
4403,Никита Белых явился на допрос.,Лента.ру,,http://lenta.ru/news/2013/01/30/belyh/,2013-01-30
4404,Южная Корея впервые успешно запустила ракету в космос.,Лента.ру,,http://lenta.ru/news/2013/01/30/kslv/,2013-01-30
4405,В «Шереметьево» задержали колумбийского священника с кокаином в желудке.,Лента.ру,,http://lenta.ru/news/2013/01/30/padre/,2013-01-30
4406,Минэкономразвития отказалось заниматься посольством для инопланетян.,Лента.ру,,http://lenta.ru/news/2013/01/30/building/,2013-01-30
4407,Первый Ил-476 приземлился в Жуковском.,Лента.ру,,http://lenta.ru/news/2013/01/30/il476/,2013-01-30
4408,ВВС Израиля нанесли удар по целям на границе Сирии и Ливана.,Лента.ру,,http://lenta.ru/news/2013/01/30/bombitnow/,2013-01-30
4409,Американская экономика начала сокращаться.,Лента.ру,,http://lenta.ru/news/2013/01/30/gdp/,2013-01-30
4410,Генпрокуратура проверит Центризбирком по запросу депутата.,Лента.ру,,http://lenta.ru/news/2013/01/31/inspection/,2013-01-31
4411,По делу о крушении Ту-204 допросят сотрудников Минтранса.,Лента.ру,,http://lenta.ru/news/2013/01/31/mintrans/,2013-01-31
4413,Дело «решальщика по МВД» дошло до суда.,Лента.ру,,http://lenta.ru/news/2013/01/31/court/,2013-01-31
4414,Волгоград в памятные дни станет Сталинградом.,Лента.ру,,http://lenta.ru/news/2013/01/31/stalingrad/,2013-01-31
4415,В Китае тибетского монаха приговорили к смерти.,Лента.ру,,http://lenta.ru/news/2013/01/31/monk/,2013-01-31
4416,В ЮАР столкнулись два пасcажирских поезда.,Лента.ру,,http://lenta.ru/news/2013/01/31/collide/,2013-01-31
4417,Возбуждено новое дело о хищении средств Минобороны.,Лента.ру,,http://lenta.ru/news/2013/01/31/slavyanka/,2013-01-31
4418,Эрмитаж повысит цены на билеты для россиян.,Лента.ру,,http://lenta.ru/news/2013/01/31/hermitage/,2013-01-31
4419,В КНДР введено военное положение.,Лента.ру,,http://lenta.ru/news/2013/01/31/martial/,2013-01-31
4420,Предполагаемого виновника ДТП уволили из Совета генпрокуроров СНГ.,Лента.ру,,http://lenta.ru/news/2013/01/31/fired/,2013-01-31
4421,Подсудимые по делу о беспорядках в Сагре попросили оправдать их.,Лента.ру,,http://lenta.ru/news/2013/01/31/sagra/,2013-01-31
4422,Требовательность Путина огорчила президента Литвы.,Лента.ру,,http://lenta.ru/news/2013/01/31/russia/,2013-01-31
4423,При столкновении поездов в ЮАР ранены 300 человек.,Лента.ру,,http://lenta.ru/news/2013/01/31/trains/,2013-01-31
4424,Плющенко заменили межпозвоночный диск.,Лента.ру,,http://lenta.ru/news/2013/01/31/plushenko1/,2013-01-31
4425,Сенат США разрешил Белому Дому превышать потолок заимствований.,Лента.ру,,http://lenta.ru/news/2013/02/01/takemore/,2013-02-01
4426,На кандидата в президенты Армении совершено покушение.,Лента.ру,,http://lenta.ru/news/2013/02/01/airikyan/,2013-02-01
4427,В здании мексиканской нефтяной компании произошел взрыв.,Лента.ру,,http://lenta.ru/news/2013/02/01/blast/,2013-02-01
4428,Стрельбу в школе в Атланте устроил ученик.,Лента.ру,,http://lenta.ru/news/2013/02/01/student/,2013-02-01
4429,«Почта России» будет торговать итальянской обувью.,Лента.ру,,http://lenta.ru/news/2013/02/01/postshoes/,2013-02-01
4430,Задержан бывший замглавы Приморского района Петербурга.,Лента.ру,,http://lenta.ru/news/2013/02/01/stepushkin/,2013-02-01
4431,Нидерланды национализировали крупный банк.,Лента.ру,,http://lenta.ru/news/2013/02/01/reaal/,2013-02-01
4432,ЦБ впервые с начала года опустил курс доллара ниже 30 рублей.,Лента.ру,,http://lenta.ru/news/2013/02/01/cbr/,2013-02-01
4433,Назначен гендиректор Фонда перспективных исследований.,Лента.ру,,http://lenta.ru/news/2013/02/01/director/,2013-02-01
4434,Сбербанк откажется от чеков American Express.,Лента.ру,,http://lenta.ru/news/2013/02/01/amex/,2013-02-01
4435,К Замоскворецкой линии метро пристроят еще две станции.,Лента.ру,,http://lenta.ru/news/2013/02/01/zm/,2013-02-01
4436,У посольства США в Анкаре произошел взрыв.,Лента.ру,,http://lenta.ru/news/2013/02/01/embassy/,2013-02-01
4437,Медведев отдал «Роснефти» 12 участков шельфа.,Лента.ру,,http://lenta.ru/news/2013/02/01/sign/,2013-02-01
4438,При взрыве в Анкаре погиб охранник посольства США.,Лента.ру,,http://lenta.ru/news/2013/02/01/guards/,2013-02-01
4441,Минобороны ввело мораторий на продажу своего имущества.,Лента.ру,,http://lenta.ru/news/2013/02/01/moratorium/,2013-02-01
4442,Глава секретной службы США подал в отставку.,Лента.ру,,http://lenta.ru/news/2013/02/02/sullivan/,2013-02-02
4443,Иран представил истребитель собственного производства.,Лента.ру,,http://lenta.ru/news/2013/02/02/jet/,2013-02-02
4444,В Подмосковье на коляску с младенцем упала глыба снега.,Лента.ру,,http://lenta.ru/news/2013/02/02/odintsovo/,2013-02-02
4445,Французский парламент признал законными однополые браки.,Лента.ру,,http://lenta.ru/news/2013/02/02/approve/,2013-02-02
4446,Тело Александра Долматова доставили в Москву.,Лента.ру,,http://lenta.ru/news/2013/02/03/arrive/,2013-02-03
4447,В Германии задержали бывшего главу центробанка Ирана с 70 миллионами долларов.,Лента.ру,,http://lenta.ru/news/2013/02/03/mazaheri/,2013-02-03
4448,Главную награду Гильдии режиссеров США получил Бен Аффлек.,Лента.ру,,http://lenta.ru/news/2013/02/03/directors/,2013-02-03
4449,Уволенного за драку с полицией следователя проверит СК.,Лента.ру,,http://lenta.ru/news/2013/02/03/proverka/,2013-02-03
4450,США предложили России нормализовать отношения.,Лента.ру,,http://lenta.ru/news/2013/02/04/usrussia/,2013-02-04
4451,Администрацию Магаданской области отправили в отставку.,Лента.ру,,http://lenta.ru/news/2013/02/04/adm/,2013-02-04
4452,Лучшим мультфильмом года признали диснеевского «Ральфа».,Лента.ру,,http://lenta.ru/news/2013/02/04/ralf/,2013-02-04
4453,Парижанкам разрешили носить брюки.,Лента.ру,,http://lenta.ru/news/2013/02/04/trousers/,2013-02-04
4454,Российских заложников в Сирии обменяли на боевиков.,Лента.ру,,http://lenta.ru/news/2013/02/04/free/,2013-02-04
4455,Пресс-секретарь Медведева опровергла сообщения о проверке в «Известиях».,Лента.ру,,http://lenta.ru/news/2013/02/04/timakova1/,2013-02-04
4456,Суд прекратил дело о ссоре московского дворника со школьником.,Лента.ру,,http://lenta.ru/news/2013/02/04/close/,2013-02-04
4457,Кировские депутаты поднимут вопрос о недоверии Белых.,Лента.ру,,http://lenta.ru/news/2013/02/04/belyh/,2013-02-04
4458,Военную академию Генштаба возглавил Сергей Макаров.,Лента.ру,,http://lenta.ru/news/2013/02/04/back2/,2013-02-04
4459,На строящейся станции столичного метро случился обвал.,Лента.ру,,http://lenta.ru/news/2013/02/04/tunnel/,2013-02-04
4460,С началом снегопада московские пробки достигли 3500 километров.,Лента.ру,,http://lenta.ru/news/2013/02/05/langeschlange/,2013-02-05
4461,Кремль открестился от инициирования отставки Белых.,Лента.ру,,http://lenta.ru/news/2013/02/05/belyh/,2013-02-05
4462,Количество киберпреступлений в России выросло на треть за год.,Лента.ру,,http://lenta.ru/news/2013/02/05/cyber/,2013-02-05
4463,Прах бывшего короля Камбоджи захоронили в реке Меконг.,Лента.ру,,http://lenta.ru/news/2013/02/05/ashes/,2013-02-05
4464,Для высших судов в Петербурге построят специальную больницу.,Лента.ру,,http://lenta.ru/news/2013/02/05/hospital/,2013-02-05
4465,Всемирный русский собор сравнил Сталинград с Фермопилами.,Лента.ру,,http://lenta.ru/news/2013/02/05/sobor/,2013-02-05
4466,Умер вокалист группы The Troggs Рег Пресли.,Лента.ру,,http://lenta.ru/news/2013/02/05/troggs/,2013-02-05
4467,Болгария обвинила «Хизбаллу» в организации теракта в Бургасе.,Лента.ру,,http://lenta.ru/news/2013/02/05/hezbollah/,2013-02-05
4468,На Ахмадинеджада напали в Каире.,Лента.ру,,http://lenta.ru/news/2013/02/05/attack1/,2013-02-05
4469,Министра образования Германии лишили ученой степени.,Лента.ру,,http://lenta.ru/news/2013/02/06/annette/,2013-02-06
4470,В крушении Ан-28 на Камчатке обвинили пилотов.,Лента.ру,,http://lenta.ru/news/2013/02/06/pilots/,2013-02-06
4471,У Соломоновых островов произошло землетрясение магнитудой 8.,Лента.ру,,http://lenta.ru/news/2013/02/06/warning/,2013-02-06
4472,Оператор платного ТВ Virgin Media продан за 16 миллиардов долларов.,Лента.ру,,http://lenta.ru/news/2013/02/06/deal/,2013-02-06
4473,Двое судей КС высказали особое мнение по делу Гудкова.,Лента.ру,,http://lenta.ru/news/2013/02/06/minority/,2013-02-06
4474,В Домодедово создадут аналог Кембриджа.,Лента.ру,,http://lenta.ru/news/2013/02/06/domodedovo/,2013-02-06
4475,Бывшего премьера Таджикистана задержали в киевском аэропорту.,Лента.ру,,http://lenta.ru/news/2013/02/06/detain/,2013-02-06
4476,К делу «Оборонсервиса» добавили закупку в Казахстане просроченных торпед.,Лента.ру,,http://lenta.ru/news/2013/02/06/case/,2013-02-06
4477,В ГИБДД задумались о повышении штрафа за непристегнутый ремень.,Лента.ру,,http://lenta.ru/news/2013/02/06/safetybelt/,2013-02-06
4478,В связи со строительством стадиона «Зенит» возбудили уголовное дело.,Лента.ру,,http://lenta.ru/news/2013/02/06/delo/,2013-02-06
4479,В Москве простились с композитором Оскаром Фельцманом.,Лента.ру,,http://lenta.ru/news/2013/02/06/farewell/,2013-02-06
4481,«Спартак» отдал Веллитона бразильскому клубу.,Лента.ру,,http://lenta.ru/news/2013/02/06/gremio/,2013-02-06
4482,В Тунисе начали громить офисы правящей партии.,Лента.ру,,http://lenta.ru/news/2013/02/06/protests/,2013-02-06
4483,Участницы Pussy Riot направили в ЕСПЧ жалобу на 355 страницах.,Лента.ру,,http://lenta.ru/news/2013/02/07/pages/,2013-02-07
4484,Оргкомитет «Сочи-2014» заработает на билетах 250 миллионов долларов.,Лента.ру,,http://lenta.ru/news/2013/02/07/sochi/,2013-02-07
4485,«Пришелец с Сириуса» получил 11 лет колонии.,Лента.ру,,http://lenta.ru/news/2013/02/07/rudnev/,2013-02-07
4486,Правительство отказалось компенсировать убытки «Почты России».,Лента.ру,,http://lenta.ru/news/2013/02/07/rupost/,2013-02-07
4487,Открыто самое большое простое число.,Лента.ру,,http://lenta.ru/news/2013/02/07/prime/,2013-02-07
4488,Помощник депутата Госдумы продал «корочку» за 475 тысяч рублей.,Лента.ру,,http://lenta.ru/news/2013/02/07/ivanovo/,2013-02-07
4489,В Москве запустили часы с отсчетом времени до старта Олимпиады в Сочи.,Лента.ру,,http://lenta.ru/news/2013/02/07/clock/,2013-02-07
4490,К директору фонда Навального пришли с обыском.,Лента.ру,,http://lenta.ru/news/2013/02/07/ashurkov/,2013-02-07
4491,В Россию из ОАЭ экстрадировали героинового наркобарона.,Лента.ру,,http://lenta.ru/news/2013/02/07/extradite/,2013-02-07
4493,В деле о продаже земель Минобороны оказался замешан зять Сердюкова.,Лента.ру,,http://lenta.ru/news/2013/02/07/anapa/,2013-02-07
4494,Предполагаемому убийце архитектора из Ленобласти предъявили обвинение.,Лента.ру,,http://lenta.ru/news/2013/02/07/charges/,2013-02-07
4495,Путин сделал миллионерами пятерых российских ученых.,Лента.ру,,http://lenta.ru/news/2013/02/07/putinscience/,2013-02-07
4497,Часть билетов на Олимпиаду в Сочи оказалась недоступной для покупателей.,Лента.ру,,http://lenta.ru/news/2013/02/07/tickets1/,2013-02-07
4498,Депутаты предложили запретить иностранцам снимать фильмы в России.,Лента.ру,,http://lenta.ru/news/2013/02/07/films/,2013-02-07
4499,Автор письма студентам ВШЭ о цензуре получил выговор.,Лента.ру,,http://lenta.ru/news/2013/02/07/hseorient/,2013-02-07
4500,Петиция к Конгрессу о «списке Долматова» набрала нужное число подписей.,Лента.ру,,http://lenta.ru/news/2013/02/07/spisok/,2013-02-07
4501,Директора фонда Навального вызвали на допрос в СК.,Лента.ру,,http://lenta.ru/news/2013/02/07/dopros/,2013-02-07
4502,СМИ узнали о роли Билалова в строительстве объектов в Сочи.,Лента.ру,,http://lenta.ru/news/2013/02/08/brother/,2013-02-08
4503,МИД посоветовал подготовить встречный иск по библиотеке Шнеерсона.,Лента.ру,,http://lenta.ru/news/2013/02/08/symmetry/,2013-02-08
4504,В московском ресторане произошла стрельба.,Лента.ру,,http://lenta.ru/news/2013/02/08/shot/,2013-02-08
4505,В Армении задержан подозреваемый в покушении на кандидата в президенты.,Лента.ру,,http://lenta.ru/news/2013/02/08/suspect/,2013-02-08
4506,В Москве арестовали «Черного дьявола» на Porsche Cayenne.,Лента.ру,,http://lenta.ru/news/2013/02/08/blackdevil/,2013-02-08
4507,У берегов Камеруна захвачено британское судно с двумя россиянами.,Лента.ру,,http://lenta.ru/news/2013/02/08/russians/,2013-02-08
4508,Вице-губернатор Петербурга встал на защиту второй сцены Мариинки.,Лента.ру,,http://lenta.ru/news/2013/02/08/mariinka/,2013-02-08
4509,Лидеры стран ЕС договорились о сокращении бюджета.,Лента.ру,,http://lenta.ru/news/2013/02/08/budget/,2013-02-08
4510,Хакер взломал электронную почту родственников Джорджа Буша-старшего.,Лента.ру,,http://lenta.ru/news/2013/02/08/hack/,2013-02-08
4511,Пираты освободили захваченное у берегов Камеруна судно.,Лента.ру,,http://lenta.ru/news/2013/02/09/ester/,2013-02-09
4512,Из-за снежной бури в Нью-Йорке отменили все авиарейсы.,Лента.ру,,http://lenta.ru/news/2013/02/09/storm/,2013-02-09
4513,Венесуэла провела девальвацию национальной валюты.,Лента.ру,,http://lenta.ru/news/2013/02/09/bolivar/,2013-02-09
4515,Суд США отправил в тюрьму армянского «вора в законе».,Лента.ру,,http://lenta.ru/news/2013/02/09/pzo/,2013-02-09
4516,В пяти штатах США объявлен режим ЧС.,Лента.ру,,http://lenta.ru/news/2013/02/09/snow/,2013-02-09
4517,В Киеве произошел пожар в Гостином дворе.,Лента.ру,,http://lenta.ru/news/2013/02/09/fire/,2013-02-09
4518,Киевская организация «Нашей Украины» исключила Ющенко из партии.,Лента.ру,,http://lenta.ru/news/2013/02/09/yuschenko/,2013-02-09
4519,Суд санкционировал домашний арест Удальцова.,Лента.ру,,http://lenta.ru/news/2013/02/09/udaltsov/,2013-02-09
4520,BMW сбила трех полицейских в Москве.,Лента.ру,,http://lenta.ru/news/2013/02/10/three/,2013-02-10
4521,После карнавала в Новом Орлеане ранили четырех человек.,Лента.ру,,http://lenta.ru/news/2013/02/10/bourbonstreet/,2013-02-10
4522,Глава МВД не нашел ничего предосудительного в смертной казни.,Лента.ру,,http://lenta.ru/news/2013/02/10/deathpenalty/,2013-02-10
4523,Защита обвиняемого в убийстве Буданова заявила об избиении свидетеля.,Лента.ру,,http://lenta.ru/news/2013/02/10/witness/,2013-02-10
4524,У подмосковного жилого дома обрушилась часть несущей стены.,Лента.ру,,http://lenta.ru/news/2013/02/11/nowall/,2013-02-11
4525,США предложат России вдвое сократить ядерное вооружение.,Лента.ру,,http://lenta.ru/news/2013/02/11/armory/,2013-02-11
4526,СК завершил расследование крушения «Булгарии».,Лента.ру,,http://lenta.ru/news/2013/02/11/bulgaria/,2013-02-11
4527,На шахте «Воркутинская» произошел взрыв.,Лента.ру,,http://lenta.ru/news/2013/02/11/vzryv/,2013-02-11
4528,Норвежцы задержали российский траулер за сброс рыбы.,Лента.ру,,http://lenta.ru/news/2013/02/11/zaitsev/,2013-02-11
4529,При взрыве на «Воркутинской» погибли девять человек.,Лента.ру,,http://lenta.ru/news/2013/02/11/death/,2013-02-11
4530,Стоимость акций в США увеличилась на 12 триллионов долларов за три года.,Лента.ру,,http://lenta.ru/news/2013/02/11/increased/,2013-02-11
4531,Коммунист попросил снять с него неприкосновенность.,Лента.ру,,http://lenta.ru/news/2013/02/11/shirshov/,2013-02-11
4532,На «Воркутинской» погибли 18 шахтеров.,Лента.ру,,http://lenta.ru/news/2013/02/11/komi/,2013-02-11
4533,В Азербайджане объявили награду за отрезание уха писателю.,Лента.ру,,http://lenta.ru/news/2013/02/11/reward/,2013-02-11
4534,Умер бывший глава «Газпрома» Рем Вяхирев.,Лента.ру,,http://lenta.ru/news/2013/02/11/vyahirev/,2013-02-11
4535,Полиция задержала замдиректора Дома моды Зайцева.,Лента.ру,,http://lenta.ru/news/2013/02/11/zaitsev1/,2013-02-11
4536,МЧС опубликовало список погибших на шахте «Воркутинская».,Лента.ру,,http://lenta.ru/news/2013/02/11/komi1/,2013-02-11
4537,США призвали Россию немедленно снять запрет на импорт мяса.,Лента.ру,,http://lenta.ru/news/2013/02/12/meat/,2013-02-12
4538,В Мексиканском заливе лег в дрейф лайнер с тремя тысячами пассажиров.,Лента.ру,,http://lenta.ru/news/2013/02/12/triumph/,2013-02-12
4539,КНДР заподозрили в проведении подземного ядерного испытания.,Лента.ру,,http://lenta.ru/news/2013/02/12/korea/,2013-02-12
4540,Нетрезвый сотрудник МВД протаранил в Москве семь автомобилей.,Лента.ру,,http://lenta.ru/news/2013/02/12/crash/,2013-02-12
4541,КНДР заявила об успешном проведении ядерного испытания.,Лента.ру,,http://lenta.ru/news/2013/02/12/confirm/,2013-02-12
4542,Американский телеканал сообщил о нашествии зомби.,Лента.ру,,http://lenta.ru/news/2013/02/12/zombie/,2013-02-12
